mlb_id,mlb_name,bp_id,fangraphs,fg_RE24,bp_ERA,bp_FIP,fg_xFIP,bp_cFIP,bp_DRA,fg_SIERA
446192,Adam Moore,52441,9362,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605388,Adam Morgan,70472,12580,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
493603,Adam Ottavino,51434,1247,7.93,3.6,3.07,3.06,81,3.16,2.61
489267,Adam Rosales,49545,9682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425794,Adam Wainwright,31361,2233,36.46,2.38,2.85,3.34,86,2.45,3.52
476589,Adam Warren,60759,9029,6.07,2.97,2.92,3.28,88,2.92,3.01
573244,Adam Wilk,60566,8421,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592665,Addison Reed,67085,10586,-5.75,4.25,4,3.26,89,4.38,2.68
608365,Addison Russell,70633,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
588751,Adeiny Hechavarria,66810,10459,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
134181,Adrian Beltre,340,639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
408236,Adrian Gonzalez,31485,1908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543589,Adrian Nieto,58494,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
518545,Adron Chambers,55708,7995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592570,Akeel Morris,67057,12185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456379,Al Alburquerque,52489,6324,9.03,2.51,3.81,3.33,89,2.98,2.89
405395,Albert Pujols,204,1177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501227,Alberto Cabrera,51738,8352,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430948,Alberto Callaspo,33433,3336,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
471868,Alberto Gonzalez,47675,4906,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444876,Alcides Escobar,47625,6310,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
649557,Aledmys Diaz,34706,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
457477,Alejandro De Aza,45858,3371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
593700,Alen Hanson,67472,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
488671,Alex Avila,58899,7476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488751,Alex Burnett,49272,4065,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543008,Alex Castellanos,58239,7223,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592222,Alex Claudio,66960,12890,0.95,2.92,1.86,2.44,94,5.47,2.3
502171,Alex Cobb,50167,6562,15.48,2.87,3.26,3.33,89,3.41,3.26
517008,Alex Colome,55735,6661,1.94,2.66,3.88,4.87,113,3.06,5.05
543105,Alex Dickerson,65961,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
136460,Alex Gonzalez,502,520,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
460086,Alex Gordon,52054,5209,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
648717,Alex Guerrero,53590,15670,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572910,Alex Hassan,60258,9959,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
499926,Alex Liddi,51542,5411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543542,Alex Meyer,70760,12833,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502100,Alex Presley,50126,5305,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425567,Alex Rios,31640,2090,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
121347,Alex Rodriguez,1292,1274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502253,Alex Sanabia,50207,5350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456776,Alex Torres,52546,7038,1.72,3.33,3.7,4.27,114,4.5,4.11
502229,Alex White,65814,10054,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543935,Alex Wilson,60051,9239,3.95,1.91,3.94,3.88,101,3.12,3.48
622072,Alex Wood,100718,13781,15.28,2.78,3.22,3.19,93,3.95,3.16
493351,Alexei Ramirez,51421,5133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
506560,Alexi Amarista,55889,9063,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
458210,Alexi Casilla,45799,5248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
468396,Alexi Ogando,49910,10261,-6.71,6.84,3.84,5.17,109,5.1,4.5
469686,Alfredo Aceves,46928,5164,-5.45,6.52,6.32,4.55,108,6.46,3.96
451628,Alfredo Figaro,52453,8404,-2.39,7.27,4.6,3.2,99,6.39,2.85
501245,Alfredo Marte,51755,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
430580,Alfredo Simon,45581,2155,3.61,3.44,4.3,4.05,112,3.77,4.17
455378,Ali Solis,52362,8848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488852,Allan Dykstra,57813,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
501800,Allen Craig,51043,3433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543903,Allen Webster,58787,3993,-7.78,5.03,4.38,4.97,119,5.01,4.96
607237,Amir Garrett,70946,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
444843,Andre Ethier,45962,6265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
516589,Andre Rienzo,56638,3507,-25.77,6.82,5.76,4.69,123,6.8,4.6
592743,Andrelton Simmons,67119,10847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
433217,Andres Blanco,32835,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
400083,Andres Torres,1455,1488,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452027,Andrew Albers,52617,7853,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457732,Andrew Bailey,51989,1368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518500,Andrew Brown,55633,3837,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446398,Andrew Carignan,57666,2431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488768,Andrew Cashner,58136,8782,6.07,2.55,3.06,3.53,98,4.09,3.7
605177,Andrew Chafin,70436,12988,0.43,3.86,3.6,4.6,109,4.17,4.83
571760,Andrew Heaney,99874,15423,-5.81,5.83,5.42,4.18,111,6.3,4.04
518911,Andrew Lambo,56566,5386,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457705,Andrew McCutchen,46400,9847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605374,Andrew McKirahan,70471,12870,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453192,Andrew Miller,49617,6785,16.02,2.02,1.54,1.58,46,1.54,1.21
461865,Andrew Romine,54877,1159,-2.46,27,27.16,6.08,104,29.44,6.03
572180,Andrew Susac,70779,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
476531,Andrew Taylor,58730,7896,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
599819,Andrew Werner,69017,11783,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
116662,Andruw Jones,86,96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543108,Andy Dirks,57797,6453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451188,Andy LaRoche,45443,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
429708,Andy Marte,31354,3203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501989,Andy Oliver,64670,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
519107,Andy Parrino,57265,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
519421,Andy Wilkins,65923,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
553970,Angel Nesbitt,66094,13415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434636,Angel Pagan,40737,2918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
447816,Angel Sanchez,48867,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
434671,Anibal Sanchez,45578,3284,12.2,3.43,2.74,3.56,79,3.08,3.64
542914,Anthony Bass,58823,7982,-7.45,6.33,6.53,4.99,124,5.96,4.74
543101,Anthony DeSclafani,70803,13050,-5.65,6.27,3.74,3.8,101,5.07,3.7
543238,Anthony Gose,57905,5097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519168,Anthony Ranaudo,68405,11424,-3.65,4.81,6.92,5.79,134,5.84,5.93
489232,Anthony Recker,46537,4063,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543685,Anthony Rendon,70755,12861,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519203,Anthony Rizzo,57514,3473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
461872,Anthony Swarzak,46761,7466,-12.17,4.6,3.8,4.57,105,4.06,4.47
460008,Anthony Varvaro,52044,2385,6.02,2.63,3.18,3.15,97,3.27,2.86
460322,Antoan Richardson,48676,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
455374,Antonio Bastardo,52360,8844,-6.76,3.94,3.07,3.81,91,3.34,3.17
133380,Aramis Ramirez,734,1002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605151,Archie Bradley,70431,12918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
570489,Arismendy Alcantara,66268,10711,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
504186,Arnold Leon,50390,5595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
527055,Arodys Vizcaino,58775,5498,-0.76,5.4,5.9,4.82,108,5.64,4.59
547973,Aroldis Chapman,53014,10233,15.07,2,0.86,1.2,39,1.39,1.09
491708,Arquimedes Caminero,51195,8992,-3.49,10.8,6.4,4.57,103,7.91,3.7
452678,Asdrubal Cabrera,45398,4962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592879,Asher Wojciechowski,67154,10836,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542233,Audry Perez,58532,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
542866,Austin Adams,59978,7411,-3.24,9,4.3,3.83,106,5.85,3.46
605131,Austin Barnes,69513,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
457706,Austin Jackson,47939,9848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
400290,Austin Kearns,783,332,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519222,Austin Romine,57520,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
541645,Avisail Garcia,59016,5760,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543725,B.J. Rosenberg,58871,7183,-6.79,6.75,8.77,5.34,120,10.76,4.86
446264,Barry Enright,57338,2412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
217096,Barry Zito,969,944,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
112526,Bartolo Colon,395,375,-14.59,4.09,3.54,3.68,98,4.31,3.75
450204,Ben Francisco,35575,4677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572019,Ben Paulsen,60645,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
519184,Ben Revere,56615,4712,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594985,Ben Rowen,67863,10983,0.48,4.15,2.93,3.47,100,3.19,3.4
450314,Ben Zobrist,45495,7435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
435538,Bill Bray,45609,8538,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
407849,Bill Hall,133,1605,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434438,Billy Buckner,47164,8253,-1.27,4.76,6.1,4.71,112,8.09,5.11
542993,Billy Burns,70296,12701,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456714,Billy Butler,45396,7399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571740,Billy Hamilton,59654,10199,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430641,Blaine Boyer,33003,2237,-0.89,3.57,2.9,3.64,101,3.26,3.45
543278,Blaine Hardy,57948,6499,8.66,2.54,3.52,4.17,105,2.37,4.04
518444,Blake Beavan,57741,338,0,4.5,9.16,4.8,108,11.4,5.31
503351,Blake Lalli,50568,9246,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453284,Blake Parker,51962,5224,-3.65,5.14,3.25,3.12,90,5.52,2.6
596119,Blake Swihart,70407,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
493574,Blake Tekotte,58733,8810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
595014,Blake Treinen,68804,12572,3.32,2.49,3.06,3.62,111,4.5,3.52
502028,Blake Wood,50095,1345,-2.02,7.11,4.74,5.88,105,3.56,5.61
544759,Bo Schultz,58646,5028,-5.64,7.88,3.85,3.49,101,7.24,3.44
445090,Bobby Korecky,38132,4608,-1.41,8.1,2.86,3.57,105,4.01,3.74
489039,Bobby LaFromboise,58369,7758,-0.38,2.45,4.47,2.3,97,4.66,1.95
458730,Bobby Parnell,48365,9926,-0.61,9,4.1,6.6,104,11.13,5.51
435064,Bobby Wilson,49220,6564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457429,Boone Logan,47921,5525,-5.93,6.84,5.1,2.85,95,6.56,2.74
502202,Brad Boxberger,65809,10133,13.42,2.37,2.87,1.95,61,2.53,1.37
542960,Brad Brach,58089,6627,6.86,3.18,3.93,4.12,103,3.24,3.74
543223,Brad Glenn,59995,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
543272,Brad Hand,57938,9111,-2.57,4.38,4.17,4.28,119,4.41,4.43
453184,Brad Lincoln,51929,4241,-2.87,11.57,8.25,4.82,105,16.51,4
543543,Brad Miller,65980,12775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502166,Brad Mills,56121,4420,-13.68,9.15,6.35,4.8,112,8.73,4.4
502748,Brad Peacock,57086,5401,-16.89,4.72,5.01,4.56,117,5.25,4.45
207267,Brad Penny,524,535,-8.69,6.58,5.22,4.94,129,7.45,5.07
430957,Brad Snyder,45477,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
446899,Brad Ziegler,49218,7293,0.07,3.49,3.67,3.41,100,3.45,3
543266,Bradin Hagens,60000,7422,-2.21,3.38,4.98,5.47,107,8.8,5.85
572038,Branden Pinder,69224,12093,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
450315,Brandon Allen,46899,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
572702,Brandon Bantz,60162,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
488681,Brandon Barnes,49251,629,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
545404,Brandon Beachy,58054,8851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474832,Brandon Belt,65767,10264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543063,Brandon Crawford,57758,5343,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592238,Brandon Cumpton,66968,11366,-7.85,4.89,3.19,3.98,102,5.09,4.07
594792,Brandon Cunniff,67736,11509,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592273,Brandon Drury,66982,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
605232,Brandon Finnegan,71272,16208,1.1,1.29,0.73,1.41,84,0.75,1.18
460156,Brandon Gomes,56355,2267,-1.04,3.71,4.63,4.4,108,4.11,4.09
446386,Brandon Guyer,57379,2636,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518794,Brandon Hicks,56450,4003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
276346,Brandon Inge,1425,470,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
445213,Brandon Kintzler,46298,9939,3.78,3.24,4.65,3.87,116,5.06,3.71
477186,Brandon Laird,56561,5476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434181,Brandon League,38373,3731,-0.51,2.57,3.37,4.09,114,4.43,3.58
407193,Brandon Lyon,999,1312,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543506,Brandon Maurer,58933,4878,-14.85,4.65,3.52,4.06,103,5.17,3.82
435221,Brandon McCarthy,45558,4662,-8.33,4.05,3.54,2.87,90,4.27,3
453344,Brandon Morrow,52232,9346,-4.32,5.67,3.76,4.06,109,5.75,4.23
461235,Brandon Moss,45457,4467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
408252,Brandon Phillips,1113,791,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474319,Brandon Snyder,48762,9856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519443,Brandon Workman,68414,11428,-17.02,5.17,4.47,4.19,109,4.72,4.28
430910,Brayan Pena,40947,3231,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
500903,Brayan Villarreal,51682,5180,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430593,Brendan Harris,31407,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
453895,Brendan Ryan,45472,6073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453269,Brennan Boesch,51955,914,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452121,Brent Lillibridge,46295,3501,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543569,Brent Morel,58918,6402,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474463,Brett Anderson,57286,8223,5.28,2.91,2.96,3.55,96,3.3,3.61
594762,Brett Bochy,68748,11867,-1.08,5.4,7.9,5.52,106,4.54,4.34
448276,Brett Carroll,47233,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
446399,Brett Cecil,55695,2660,11.78,2.7,2.37,2.51,77,2.96,2.49
458731,Brett Gardner,47454,9927,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451109,Brett Hayes,47723,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
571804,Brett Jackson,59668,9632,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543434,Brett Lawrie,60009,5247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543493,Brett Marshall,58419,5364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519085,Brett Oberholtzer,58503,3855,-8.44,4.39,3.58,4.25,97,4.4,4.27
489209,Brett Pill,51815,5834,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
477165,Brett Wallace,58779,8434,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444448,Brian Bixler,45731,8055,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
460131,Brian Bogusevic,45739,4719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430663,Brian Bruney,33208,1929,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572821,Brian Dozier,60219,9810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488846,Brian Duensing,45951,4064,5.23,3.31,4.54,4.46,114,3.61,4.29
543169,Brian Flynn,69169,12027,-3.83,9,2.67,3.76,104,7.76,3.84
571718,Brian Goodwin,70764,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
451085,Brian Matusz,58985,2646,-1.55,3.48,4.03,4.06,93,4.74,3.27
435263,Brian McCann,45449,4810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
406878,Brian Roberts,1240,166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489295,Brian Schlitter,57320,3599,-4.95,4.15,3.58,3.92,115,3.53,3.66
451216,Brian Wilson,49215,6485,-6.96,4.66,4.26,4.25,107,5.96,3.76
571788,Brock Holt,59664,9345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453857,Brock Peterson,48586,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
276520,Bronson Arroyo,702,978,-0.18,4.08,4.29,3.88,115,4.47,4.04
453156,Brooks Brown,51924,5679,8.03,2.77,3.68,3.21,92,1.68,2.73
462405,Brooks Conrad,31323,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
548384,Brooks Raley,59507,10061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501852,Bruce Billings,55579,3044,-3.05,9,6.91,2.24,93,8.54,1.47
136600,Bruce Chen,762,769,-16.69,7.45,4.61,4.62,108,6.6,4.42
541652,Bruce Rondon,60936,5766,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457762,Bryan Anderson,46972,9871,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592407,Bryan Holaday,67016,11287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
445933,Bryan LaHair,46282,5462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571951,Bryan Mitchell,66570,11479,1.94,2.45,3.25,3.9,106,3.72,3.55
457768,Bryan Morris,51993,10234,2.23,1.82,4.07,3.65,105,3.73,3.33
519128,Bryan Petersen,57494,2567,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
458669,Bryan Price,58555,8436,-5.93,20.25,20.41,9.47,116,31.66,5.69
543766,Bryan Shaw,58661,8110,6.32,2.59,3.45,3.65,96,2.85,3.36
518490,Bryce Brentz,65858,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
547180,Bryce Harper,66018,11579,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571656,Buck Farmer,100067,14814,-6.5,11.57,5.84,4.88,99,7.56,3.86
502032,Bud Norris,50098,9492,4.79,3.65,4.25,3.98,103,4.18,3.86
542953,Buddy Boshers,58082,8490,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
234194,Buddy Carlyle,16850,2010,5.92,1.45,2.62,3.21,93,2.32,2.82
572143,Burch Smith,68471,12784,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488674,Burke Badenhop,45681,9736,12.09,2.29,3.1,3.64,101,3.28,3.3
457763,Buster Posey,58548,9166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
547348,C.C. Lee,59464,5177,-1,4.5,4.3,4.21,105,4.86,3.69
543068,C.J. Cron,70301,12546,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518674,C.J. Fick,56259,7978,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
